         2957751 function calls (2957677 primitive calls) in 7.699 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 {built-in method posix.listdir}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.5/logging/__init__.py:946(__init__)
       47    0.000    0.000    0.000    0.000 {method 'flush' of '_io.TextIOWrapper' objects}
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/synchronous.py:210(__init__)
        2    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/governor.py:37(base)
       47    0.000    0.000    0.000    0.000 /usr/lib/python3.5/multiprocessing/process.py:137(name)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/wind.py:15(__init__)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/breaker.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/vsc.py:360(__init__)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/coi.py:1(<module>)
       66    0.000    0.000    0.000    0.000 /usr/lib/python3.5/sre_parse.py:226(__next)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/zone.py:139(_varname_inter)
       57    0.000    0.000    0.000    0.000 {built-in method time.time}
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/bus.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/wind.py:140(generate)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1301(path_hook_for_FileFinder)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/bus.py:63(setup)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/base.py:723(check_limit)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/variables/call.py:29(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.5/logging/__init__.py:761(__init__)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/dcbase.py:273(__init__)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/system.py:232(<listcomp>)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/bus.py:8(__init__)
       17    0.000    0.000    0.000    0.000 {method 'match' of '_sre.SRE_Pattern' objects}
       68    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/base.py:28(ModelBase)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/variables/dae.py:7(__init__)
       47    0.000    0.000    0.000    0.000 /usr/lib/python3.5/multiprocessing/process.py:35(current_process)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/variables/call.py:199(_compile_seriesflow)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/system.py:235(<listcomp>)
      105    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/system.py:234(<listcomp>)
       38    0.000    0.000    0.000    0.000 {method 'index' of 'list' objects}
       21    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:35(_new_module)
       66    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:852(__enter__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.5/uuid.py:601(uuid4)
       66    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:856(__exit__)
       22    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:314(__enter__)
       21    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:382(_check_name_wrapper)
       43    0.000    0.000    0.000    0.000 {built-in method from_bytes}
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/dcbase.py:241(base)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/dcbase.py:53(_varname)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/system.py:202(<listcomp>)
       22    0.000    0.000    0.000    0.000 {built-in method builtins.setattr}
       17    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/base.py:242(<listcomp>)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/settings/settings.py:7(__init__)
       24    0.000    0.000    0.000    0.000 /usr/lib/python3.5/sre_parse.py:105(__init__)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/system.py:212(get_nodedata)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/system.py:206(<listcomp>)
       22    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:372(__init__)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/line.py:179(incidence)
       14    0.000    0.000    0.000    0.000 /usr/lib/python3.5/sre_compile.py:386(_simple)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/system.py:207(<listcomp>)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/wind.py:46(setup)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/system.py:208(<listcomp>)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/system.py:209(<listcomp>)
        7    0.000    0.000    0.000    0.000 {built-in method _locale.nl_langinfo}
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.5/logging/__init__.py:1257(debug)
      103    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
       88    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:324(<genexpr>)
       11    0.000    0.000    0.000    0.000 /usr/lib/python3.5/sre_parse.py:362(_escape)
        3    0.000    0.000    0.000    0.000 {built-in method posix.close}
       19    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/base.py:452(_ctrl_interface)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/filters/dome.py:4(<module>)
        8    0.000    0.000    0.000    0.000 {method 'startswith' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/variables/varname.py:28(resize_for_flows)
       22    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:310(__init__)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/dcbase.py:248(init0)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.5/sre_compile.py:374(_mk_bitmap)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/variables/report.py:63(_update_summary)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3.5/sre_parse.py:217(__init__)
       53    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/windturbine.py:266(_inst_meta)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/wind.py:13(WindBase)
       24    0.000    0.000    0.000    0.000 /usr/lib/python3.5/sre_parse.py:165(append)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1178(__init__)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/windturbine.py:196(WTG4DC)
       22    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:159(__init__)
       22    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:225(_verbose_message)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/synchronous.py:10(SynBase)
       22    0.000    0.000    0.000    0.000 {built-in method _imp.is_frozen}
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/line.py:7(Line)
        2    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/pv.py:82(init0)
       29    0.000    0.000    0.000    0.000 /usr/lib/python3.5/sre_parse.py:276(tell)
       21    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
      114    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
       45    0.000    0.000    0.000    0.000 /usr/lib/python3.5/sre_parse.py:153(__len__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.5/uuid.py:106(__init__)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/dcbase.py:219(RLs)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/variables/report.py:165(<listcomp>)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/agc.py:35(AGC)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/avr.py:96(AVR2)
       97    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/pss.py:191(PSS2)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/pv.py:7(Stagen)
        2    0.000    0.000    0.000    0.000 {built-in method posix.pipe}
       51    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:190(cb)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/synchronous.py:394(Flux2)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/vsc.py:780(VSC2_Speed1)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/dcbase.py:488(Ground)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/pv.py:153(init0)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/utils/math.py:101(mround)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/windturbine.py:15(init1)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.5/platform.py:1317(python_version)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.5/subprocess.py:1374(_get_handles)
       53    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/synchronous.py:355(init1)
       40    0.000    0.000    0.000    0.000 /usr/lib/python3.5/sre_parse.py:242(match)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/routines/timedomain.py:30(first_time_step)
        5    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/variables/fileman.py:92(add_suffix)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:92(_path_isdir)
       11    0.000    0.000    0.000    0.000 /usr/lib/python3.5/codecs.py:259(__init__)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/windturbine.py:32(__init__)
        2    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/variables/dae.py:31(init_y)
        7    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/variables/fileman.py:86(add_ext)
        1    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.5/logging/__init__.py:790(createLock)
        9    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
        8    0.000    0.000    0.000    0.000 {method 'seek' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/dcbase.py:57(setup)
       47    0.000    0.000    0.000    0.000 {built-in method posix.getpid}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.5/platform.py:1199(_sys_version)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.5/subprocess.py:1555(_handle_exitstatus)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/vsc.py:713(base)
        9    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/system.py:210(<genexpr>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.5/posixpath.py:145(dirname)
      117    0.000    0.000    0.000    0.000 {built-in method _imp.release_lock}
        7    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/vsc.py:186(<listcomp>)
        1    0.000    0.000    0.000    0.000 <string>:12(__new__)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/variables/report.py:31(__init__)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/system.py:221(<listcomp>)
       21    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:786(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.5/logging/__init__.py:742(_addHandlerRef)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/settings/spf.py:6(__init__)
       10    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/system.py:238(<genexpr>)
        2    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/utils/math.py:103(<lambda>)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/wind.py:51(servcall)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:911(exec_module)
        8    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/jit.py:7(__init__)
        5    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/pv.py:130(disable_gen)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/vsc.py:102(base)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/vsc.py:520(current_servcall)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.5/sre_compile.py:376(<listcomp>)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/dcbase.py:244(servcall)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/synchronous.py:72(build_service)
        5    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
        1    0.000    0.000    0.000    0.000 {built-in method cvxopt.base.log}
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/dcbase.py:196(init0)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3.5/sre_parse.py:797(fix_flags)
        7    0.000    0.000    0.000    0.000 {method 'rsplit' of 'str' objects}
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.5/codecs.py:185(__init__)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/pq.py:44(init0)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3.5/sre_parse.py:70(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.5/subprocess.py:994(__del__)
       14    0.000    0.000    0.000    0.000 /usr/lib/python3.5/sre_parse.py:161(__setitem__)
       22    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:716(find_spec)
       34    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.5/logging/__init__.py:211(_acquireLock)
        2    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/dcbase.py:545(disable_gen)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.5/logging/__init__.py:462(__init__)
        7    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/vsc.py:187(<listcomp>)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/pq.py:49(init1)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.5/os.py:1046(__init__)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/dcbase.py:62(init0)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.5/posixpath.py:99(split)
        8    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1184(<genexpr>)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/vsc.py:602(outer_servcall)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/system.py:236(<listcomp>)
       10    0.000    0.000    0.000    0.000 /usr/lib/python3.5/sre_parse.py:75(groups)
       21    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:656(create_module)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.5/logging/__init__.py:675(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.5/uuid.py:226(__str__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.5/os.py:1062(__getattr__)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/vsc.py:506(__init__)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/settings/cpf.py:7(__init__)
       21    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:811(get_filename)
       10    0.000    0.000    0.000    0.000 /usr/lib/python3.5/sre_compile.py:513(isstring)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/avr.py:7(AVR1)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/dcbase.py:193(servcall)
        2    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/vsc.py:350(disable)
        1    0.000    0.000    0.000    0.000 {built-in method posix.getcwd}
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/synchronous.py:76(set_vf0)
        1    0.000    0.000    0.000    0.000 {built-in method posix.uname}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.5/os.py:851(fsencode)
        1    0.000    0.000    0.000    0.000 {built-in method posix.urandom}
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/vsc.py:581(__init__)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/windturbine.py:30(Turbine)
        1    0.000    0.000    0.000    0.000 {built-in method atexit.register}
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/settings/sssa.py:7(__init__)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/zone.py:6(Zone)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/variables/varout.py:7(__init__)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/variables/devman.py:7(__init__)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/breaker.py:8(Breaker)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/dcbase.py:513(init0)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:892(__init__)
       22    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:34(_relax_case)
        9    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/utils/math.py:14(<lambda>)
       22    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:427(has_location)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/windturbine.py:441(WTG3)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.5/logging/__init__.py:1427(addHandler)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/vsc.py:9(VSC)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.5/threading.py:72(RLock)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/system.py:237(<listcomp>)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/windturbine.py:11(__init__)
        4    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/system.py:222(<genexpr>)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/vsc.py:685(pll_init1)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/variables/report.py:137(<listcomp>)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/synchronous.py:174(Ord2)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/pv.py:71(PV)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/dcbase.py:6(Node)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.5/logging/__init__.py:1251(setLevel)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.5/subprocess.py:503(_cleanup)
       17    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/dcbase.py:102(R)
       16    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/wind.py:106(Weibull)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/synchronous.py:207(Ord6a)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/windturbine.py:9(MPPT)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/dcbase.py:71(DCBase)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/bus.py:6(Bus)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/shunt.py:5(Shunt)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.5/logging/__init__.py:1774(getLogger)
        3    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/governor.py:8(GovernorBase)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/vsc.py:717(VSC2_Voltage1)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/avr.py:190(AVR3)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/agc.py:8(ACE)
        1    0.000    0.000    0.000    0.000 <string>:36(<module>)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.5/codecs.py:330(getstate)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/pss.py:11(PSS1)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/wind.py:133(ConstWind)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/dcbase.py:526(DCgen)
        1    0.000    0.000    0.000    0.000 {method 'rfind' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/governor.py:68(TG1)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.5/logging/__init__.py:220(_releaseLock)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/fault.py:7(Fault)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/vsc.py:819(VSC2_Speed2)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/dcbase.py:431(RLCs)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/pv.py:136(Slack)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/synchronous.py:461(Syn6a)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/vsc.py:678(PLL1)
        1    0.000    0.000    0.000    0.000 <string>:6(<module>)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/governor.py:145(TG2)
        1    0.000    0.000    0.000    0.000 <string>:15(<module>)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/measurement.py:63(PMU)
        2    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/vsc.py:358(VSC1_Common)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/synchronous.py:345(Flux0)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/measurement.py:8(BusFreq)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/pq.py:7(PQ)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.5/subprocess.py:1570(_internal_poll)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/vsc.py:503(Current1)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/vsc.py:680(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.5/logging/__init__.py:376(__init__)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/coi.py:7(COI)
        1    0.000    0.000    0.000    0.000 <string>:34(<module>)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/vsc.py:998(VSC2A)
        1    0.000    0.000    0.000    0.000 {method 'rstrip' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 <string>:8(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/dcbase.py:271(RCp)
        1    0.000    0.000    0.000    0.000 <string>:4(<module>)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/dcbase.py:383(RCs)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/dcbase.py:132(L)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/vsc.py:705(VSC1)
        1    0.000    0.000    0.000    0.000 <string>:51(<module>)
        1    0.000    0.000    0.000    0.000 <string>:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/zone.py:184(Region)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/dcbase.py:174(C)
        1    0.000    0.000    0.000    0.000 <string>:66(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method posix.WIFEXITED}
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.5/logging/__init__.py:182(_checkLevel)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.5/codecs.py:213(setstate)
        1    0.000    0.000    0.000    0.000 {built-in method __new__ of type object at 0xa3ee00}
        1    0.000    0.000    0.000    0.000 {built-in method _imp.exec_dynamic}
        1    0.000    0.000    0.000    0.000 <string>:9(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method time.monotonic}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.5/logging/__init__.py:860(setFormatter)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/filters/dome.py:9(testlines)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/vsc.py:1010(VSC2B)
        4    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/variables/fileman.py:70(get_fullpath)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/agc.py:88(EAGC)
        1    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {built-in method posix.WEXITSTATUS}
        1    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/dcbase.py:324(RLCp)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/zone.py:172(Area)
        1    0.000    0.000    0.000    0.000 {built-in method posix.WIFSIGNALED}
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/synchronous.py:430(Syn2)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/vsc.py:869(VSC2_Common)
        1    0.000    0.000    0.000    0.000 <string>:13(<module>)


